id_sinistro,id_polizza,data_denuncia,tipo_danno,tipo_modulo_cai,regione_sinistro,importo_stimato_perito,importo_indennizzo_liquidato,esito_sinistro,data_offerta,data_accettazione_danneggiato,data_liquidazione
231,4234,2025-05-12,Incendio ed elementi naturali,,Lombardia,13728.04,,aperto,,,
232,3227,2026-02-17,Corpi di veicoli terrestri,,Marche,4294.76,,aperto,,,
233,204,2026-06-20,Corpi di veicoli terrestri,,Valle d'Aosta,4814.42,4210.33,liquidato,2026-08-07,2026-08-21,2026-09-04
234,4090,2024-04-03,Corpi di veicoli terrestri,,Puglia,2865.61,2712.96,liquidato,2024-05-14,2024-05-19,2024-06-02
235,3616,2023-05-22,RC autoveicoli terrestri,congiunto,Valle d'Aosta,7335.35,,in_contenzioso,2023-06-01,,
236,1725,2023-07-22,RC autoveicoli terrestri,congiunto,Umbria,7877.3,7919.13,liquidato,2023-08-15,2023-08-17,2023-08-27
237,564,2026-05-01,Altri danni ai beni,,Sardegna,3084.78,,aperto,,,
238,1923,2026-07-10,Corpi di veicoli terrestri,,Sardegna,4299.52,4096.15,liquidato,2026-08-24,2026-09-08,2026-09-14
239,3055,2025-05-09,Corpi di veicoli terrestri,,Valle d'Aosta,2331.9,,in_contenzioso,2025-06-17,,
240,1469,2024-05-18,Altri danni ai beni,,Lazio,2727.54,,in_contenzioso,2024-06-30,,
241,3028,2024-01-30,Altri danni ai beni,,Puglia,284.24,185.11,liquidato,2024-03-24,2024-03-27,2024-04-07
242,817,2023-11-02,RC autoveicoli terrestri,congiunto,Basilicata,5692.24,5306.55,liquidato,2023-11-29,2023-12-04,2023-12-19
243,3373,2026-02-08,Altri danni ai beni,,Puglia,1742.69,1571.45,liquidato,2026-03-02,2026-03-09,2026-03-15
244,3718,2024-03-11,Corpi di veicoli terrestri,,Lombardia,200,49.31,liquidato,2024-03-21,2024-04-09,2024-04-22
245,1518,2025-04-03,Incendio ed elementi naturali,,Toscana,19516.62,,aperto,,,
246,201,2024-08-30,RC autoveicoli terrestri,congiunto,Campania,200,0.0,liquidato,2024-09-13,2024-09-21,2024-09-24
247,4080,2023-07-03,Altri danni ai beni,,Calabria,1139.82,1066.2,liquidato,2023-07-14,2023-07-18,2023-07-23
248,1369,2026-08-13,Incendio ed elementi naturali,,Marche,12552.59,,in_contenzioso,2026-09-19,,
249,640,2026-08-01,Altri danni ai beni,,Basilicata,2479.6,2038.56,liquidato,2026-08-21,2026-08-31,2026-09-13
250,1446,2024-04-19,Altri danni ai beni,,Trentino-Alto Adige,668.07,464.02,liquidato,2024-05-03,2024-05-21,2024-05-27
251,3798,2023-11-12,Altri danni ai beni,,Sardegna,1041.73,,aperto,,,
252,396,2025-12-21,Altri danni ai beni,,Friuli-Venezia Giulia,2179.02,,respinto,,,
253,3194,2023-08-23,RC generale,,Molise,9774.24,9448.75,liquidato,2023-10-02,2023-10-03,2023-08-10
254,3367,2024-03-02,Altri danni ai beni,,Sicilia,2679.79,2543.96,liquidato,2024-04-30,2024-05-16,2024-05-29
255,2213,2023-12-19,Incendio ed elementi naturali,,Lazio,13072.18,,respinto,,,
256,3000,2025-08-26,Altri danni ai beni,,Umbria,1441.06,,aperto,,,
257,878,2024-01-02,Incendio ed elementi naturali,,Friuli-Venezia Giulia,15321.48,,in_contenzioso,2024-02-11,,
258,2706,2024-01-11,Altri danni ai beni,,Sardegna,2573.6,2509.8,liquidato,2024-01-23,2024-01-30,2024-02-14
259,432,2025-01-29,RC generale,,Abruzzo,10221.89,,aperto,,,
260,1429,2023-10-13,Corpi di veicoli terrestri,,Lazio,3574.13,3231.18,liquidato,2023-11-12,2023-11-25,2023-12-03
261,2283,2025-12-05,Incendio ed elementi naturali,,Piemonte,9594.19,8827.35,liquidato,2026-01-22,2026-01-24,2026-01-30
262,1846,2023-06-19,Altri danni ai beni,,Abruzzo,1962.95,1756.71,liquidato,2023-07-12,2023-07-21,2023-07-30
263,3146,2025-12-06,Corpi di veicoli terrestri,,Calabria,5204.47,5098.15,liquidato,2026-01-04,2026-01-23,2026-01-26
264,2914,2026-05-22,RC generale,,Abruzzo,6276.55,,respinto,,,
265,1399,2025-04-18,RC generale,,Valle d'Aosta,8102.41,7579.55,liquidato,2025-06-05,2025-06-07,2025-06-16
266,3951,2025-06-05,RC generale,,Trentino-Alto Adige,22300.43,,aperto,,,
267,1549,2026-05-31,RC generale,,Lazio,1860.59,1354.73,liquidato,2026-06-16,2026-06-20,2026-06-28
268,2812,2025-01-05,RC autoveicoli terrestri,unilaterale,Calabria,1511.64,,aperto,,,
269,2605,2023-12-06,RC generale,,Molise,9806.86,,respinto,,,
270,3812,2025-10-29,Incendio ed elementi naturali,,Friuli-Venezia Giulia,12715.3,12111.35,liquidato,2025-12-13,2025-12-30,2026-01-05
271,3025,2025-07-14,Corpi di veicoli terrestri,,Emilia-Romagna,4680.03,4213.55,liquidato,2025-08-09,2025-08-24,2025-09-01
272,3678,2026-01-14,RC generale,,Liguria,7958.51,7391.13,liquidato,2026-02-01,2026-02-11,2026-02-16
273,474,2023-06-24,Incendio ed elementi naturali,,Liguria,9280.28,8788.25,liquidato,2023-07-29,2023-08-17,2023-08-27
274,2686,2026-07-04,Altri danni ai beni,,Puglia,2161.53,2107.79,liquidato,2026-08-24,2026-09-09,2026-09-14
275,1906,2025-09-30,RC autoveicoli terrestri,congiunto,Trentino-Alto Adige,3315.09,2971.95,liquidato,2025-10-29,2025-11-02,2025-11-06
276,1823,2024-05-09,Corpi di veicoli terrestri,,Lombardia,3021.17,2896.27,liquidato,2024-05-23,2024-06-11,2024-06-23
277,3803,2025-07-23,Altri danni ai beni,,Campania,1916.26,1728.89,liquidato,2025-09-21,2025-10-03,2025-10-15
278,1561,2025-09-23,Altri danni ai beni,,Lombardia,1814.89,,aperto,,,
279,456,2024-02-27,Corpi di veicoli terrestri,,Basilicata,2286.59,2153.41,liquidato,2024-04-20,2024-04-23,2024-04-30
280,3338,2025-04-07,RC autoveicoli terrestri,unilaterale,Sardegna,5563.02,5367.63,liquidato,2025-05-23,2025-06-02,2025-06-06
281,1732,2025-02-04,Incendio ed elementi naturali,,Marche,4048.25,3090.32,liquidato,2025-03-31,2025-04-17,2025-04-29
282,581,2025-02-19,RC generale,,Piemonte,14086.77,,aperto,,,
283,3970,2025-09-26,RC autoveicoli terrestri,congiunto,Liguria,3037.88,2534.19,liquidato,2025-10-13,2025-10-17,2025-10-26
284,1174,2024-08-17,RC generale,,Calabria,5912.87,5521.64,liquidato,2024-08-30,2024-08-31,2024-09-09
285,3626,2024-01-19,RC generale,,Sardegna,7422.92,6976.8,liquidato,2024-02-21,2024-03-05,2024-03-14
286,585,2024-07-02,RC generale,,Abruzzo,,9291.39,liquidato,2024-08-02,2024-08-17,2024-08-20
287,511,2023-09-12,Incendio ed elementi naturali,,Valle d'Aosta,12005.93,11433.97,liquidato,2023-11-05,2023-11-12,2023-11-24
288,785,2024-09-11,RC generale,,Lombardia,6601.59,,aperto,,,
289,1606,2026-01-14,RC generale,,Sicilia,13412.77,12926.84,liquidato,2026-03-04,2026-03-20,2026-03-24
290,901,2023-04-03,Incendio ed elementi naturali,,Veneto,12191.98,,aperto,,,
291,3487,2026-04-09,Altri danni ai beni,,Abruzzo,1766.1,1591.75,liquidato,2026-05-05,2026-05-24,2026-06-01
292,3164,2025-03-04,RC generale,,Trentino-Alto Adige,4731.09,4351.97,liquidato,2025-04-14,2025-04-19,2025-04-27
293,2470,2025-12-26,RC autoveicoli terrestri,congiunto,Marche,11507.95,,aperto,,,
294,686,2025-07-02,Corpi di veicoli terrestri,,Liguria,3021.71,,aperto,,,
295,2158,2023-12-08,RC autoveicoli terrestri,unilaterale,Campania,8010.19,,in_contenzioso,2023-12-28,,
296,2064,2026-02-11,Altri danni ai beni,,Sardegna,1113.92,994.42,liquidato,2026-03-16,2026-03-20,2026-04-02
297,2625,2024-10-17,Corpi di veicoli terrestri,,Piemonte,5986.02,5666.76,liquidato,2024-11-05,2024-11-08,2024-11-22
298,1068,2024-12-13,Corpi di veicoli terrestri,,Trentino-Alto Adige,200,0.0,liquidato,2025-02-07,2025-02-22,2025-03-01
299,1370,2024-02-25,RC autoveicoli terrestri,unilaterale,Liguria,10321.33,10239.77,liquidato,2024-03-25,2024-04-02,2024-04-05
300,3168,2026-01-05,Corpi di veicoli terrestri,,Lombardia,2230.52,1876.27,liquidato,2026-02-08,2026-02-14,2026-03-01
301,3557,2026-07-17,RC generale,,Umbria,1002.59,765.78,liquidato,2026-08-12,2026-08-28,2026-09-01
302,2440,2025-10-25,RC generale,,Emilia-Romagna,3325.25,,in_contenzioso,2025-11-24,,
303,2169,2025-03-12,Corpi di veicoli terrestri,,Campania,776.35,281.58,liquidato,2025-05-05,2025-05-20,2025-05-24
304,2087,2025-05-11,Incendio ed elementi naturali,,Lazio,13917.08,13684.4,liquidato,2025-06-01,2025-06-16,2025-07-01
305,1422,2024-02-08,RC generale,,Friuli-Venezia Giulia,12364.67,,respinto,,,
306,1050,2025-12-23,RC autoveicoli terrestri,unilaterale,Valle d'Aosta,5890.12,,in_contenzioso,2026-02-15,,
307,2254,2025-01-23,Altri danni ai beni,,Emilia-Romagna,1702.27,1576.67,liquidato,2025-02-21,2025-03-07,2025-03-15
308,2408,2026-02-02,RC generale,,Lombardia,6431.4,,in_contenzioso,2026-02-23,,
309,1762,2023-08-13,RC generale,,Veneto,8471.47,8119.29,liquidato,2023-09-24,2023-09-29,2023-10-14
310,3403,2024-08-18,Corpi di veicoli terrestri,,Lombardia,,2190.45,liquidato,2024-10-05,2024-10-10,2024-10-23
311,1812,2024-10-27,RC generale,,Umbria,11483.66,10915.6,liquidato,2024-12-16,2025-01-05,2025-01-09
312,3744,2024-07-23,RC autoveicoli terrestri,unilaterale,Umbria,8042.61,,aperto,,,
313,885,2024-10-07,Corpi di veicoli terrestri,,Liguria,4685.53,4078.37,liquidato,2024-11-21,2024-12-03,2024-12-14
314,3318,2023-06-21,Incendio ed elementi naturali,,Puglia,13885.73,13593.59,liquidato,2023-08-08,2023-08-20,2023-08-23
315,3598,2026-01-30,Incendio ed elementi naturali,,Calabria,19841.77,20107.28,liquidato,2026-03-22,2026-04-09,2026-04-13
316,2170,2026-01-25,RC generale,,Veneto,14576.51,14541.42,liquidato,2026-02-12,2026-02-25,2026-03-05
317,2369,2026-07-07,Corpi di veicoli terrestri,,Piemonte,3586.02,3064.29,liquidato,2026-07-28,2026-08-04,2026-08-09
318,3648,2026-05-31,Altri danni ai beni,,Emilia-Romagna,1909.11,1683.11,liquidato,2026-06-29,2026-07-01,2026-07-11
319,4121,2026-08-05,Incendio ed elementi naturali,,Toscana,16820.14,15755.47,liquidato,2026-08-26,2026-09-05,2026-09-10
320,252,2024-12-06,Altri danni ai beni,,Friuli-Venezia Giulia,1765.91,,respinto,,,
321,2305,2026-08-16,RC autoveicoli terrestri,congiunto,Campania,1123.78,1137.85,liquidato,2026-09-04,2026-09-09,2026-09-23
322,2564,2023-08-12,RC generale,,Puglia,8707.11,8194.59,liquidato,2023-10-03,2023-10-11,2023-10-22
323,2399,2024-07-21,Incendio ed elementi naturali,,Puglia,18548.95,,aperto,,,
324,2734,2025-08-17,Altri danni ai beni,,Lazio,1471.54,1375.1,liquidato,2025-10-03,2025-10-09,2025-10-24
325,2825,2024-02-05,Altri danni ai beni,,Toscana,1889.15,1700.41,liquidato,2024-03-23,2024-03-27,2024-03-31
326,3877,2026-04-24,RC autoveicoli terrestri,congiunto,Liguria,6810.47,6618.96,liquidato,2026-05-24,2026-06-05,2026-06-15
327,3116,2025-10-28,RC generale,,Molise,1741.78,1229.74,liquidato,2025-12-13,2025-12-21,2026-01-04
328,267,2023-05-24,Altri danni ai beni,,Molise,819.38,712.96,liquidato,2023-07-20,2023-07-27,2023-08-08
329,1502,2025-12-18,Corpi di veicoli terrestri,,Sardegna,4415.71,4046.12,liquidato,2026-02-13,2026-02-19,2026-02-27
330,2967,2025-11-18,Altri danni ai beni,,Campania,3465.61,3312.26,liquidato,2025-12-04,2025-12-08,2025-12-12
331,999,2025-11-03,RC generale,,Umbria,4663.78,,aperto,,,
332,1445,2026-06-23,Corpi di veicoli terrestri,,Molise,2866.62,2725.29,liquidato,2026-07-17,2026-08-04,2026-08-14
333,561,2025-07-10,Altri danni ai beni,,Basilicata,2208.92,2119.61,liquidato,2025-09-01,2025-09-03,2025-09-11
334,2283,2026-01-24,Incendio ed elementi naturali,,Piemonte,24472.47,23784.54,liquidato,2026-02-13,2026-03-01,2026-03-07
335,2299,2024-09-07,Corpi di veicoli terrestri,,Trentino-Alto Adige,792.6,496.04,liquidato,2024-10-25,2024-11-12,2024-11-21
336,3897,2026-07-23,Incendio ed elementi naturali,,Lombardia,16335.22,15164.53,liquidato,2026-08-08,2026-08-21,2026-09-03
337,1121,2025-07-20,RC generale,,Lombardia,13314.84,12956.37,liquidato,2025-08-05,2025-08-10,2025-08-24
338,3243,2026-01-14,Corpi di veicoli terrestri,,Umbria,3887.6,3344.03,liquidato,2026-02-19,2026-03-10,2026-03-16
339,687,2025-04-25,RC generale,,Piemonte,7961.98,,in_contenzioso,2025-05-15,,
340,1026,2026-08-06,RC autoveicoli terrestri,unilaterale,Piemonte,3758.81,,in_contenzioso,2026-08-31,,
341,3026,2023-04-22,Incendio ed elementi naturali,,Marche,17412.52,17058.49,liquidato,2023-05-24,2023-05-31,2023-06-14
342,3607,2024-12-18,RC generale,,Emilia-Romagna,14207.21,13604.26,liquidato,2025-01-25,2025-02-04,2025-02-15
343,2633,2026-07-24,Altri danni ai beni,,Sardegna,2788.03,2636.92,liquidato,2026-08-24,2026-09-08,2026-09-22
344,2384,2026-08-15,Incendio ed elementi naturali,,Molise,13241.72,,aperto,,,
345,2838,2023-02-19,Corpi di veicoli terrestri,,Lombardia,2546.58,2356.56,liquidato,2023-03-24,2023-04-01,2023-04-15
346,326,2024-02-18,Corpi di veicoli terrestri,,Piemonte,4180.19,,respinto,,,
347,3309,2025-03-03,RC autoveicoli terrestri,congiunto,Trentino-Alto Adige,11623.87,11160.37,liquidato,2025-03-26,2025-04-08,2025-04-20
348,2926,2024-08-18,Altri danni ai beni,,Valle d'Aosta,2008.57,1501.41,liquidato,2024-08-31,2024-09-20,2024-09-29
349,1714,2025-05-07,RC autoveicoli terrestri,congiunto,Friuli-Venezia Giulia,9622.3,9418.78,liquidato,2025-05-22,2025-05-23,2025-06-05
350,2130,2024-05-27,RC generale,,Puglia,,3596.66,liquidato,2024-06-19,2024-07-02,2024-07-05
351,551,2026-04-21,RC generale,,Veneto,13246.13,13020.43,liquidato,2026-05-14,2026-06-01,2026-06-05
352,1189,2026-04-12,Incendio ed elementi naturali,,Toscana,7977.03,7754.4,liquidato,2026-05-06,2026-05-10,2026-05-22
353,1054,2024-11-22,RC generale,,Lombardia,15455.66,14916.72,liquidato,2024-12-25,2024-12-26,2024-12-30
354,4260,2026-05-03,Corpi di veicoli terrestri,,Basilicata,200,,respinto,,,
355,1075,2023-11-18,Incendio ed elementi naturali,,Marche,17007.68,15630.56,liquidato,2023-12-30,2024-01-12,2024-01-21
356,659,2025-07-22,RC autoveicoli terrestri,congiunto,Umbria,9341.5,,aperto,,,
357,3776,2025-06-17,Incendio ed elementi naturali,,Calabria,12219.56,,in_contenzioso,2025-08-13,,
358,3496,2026-07-09,RC autoveicoli terrestri,congiunto,Puglia,8264.56,8077.11,liquidato,2026-08-03,2026-08-15,2026-08-19
359,4249,2026-08-06,Incendio ed elementi naturali,,Trentino-Alto Adige,8174.86,7495.14,liquidato,2026-09-23,2026-09-29,2026-10-09
360,2702,2024-04-07,Altri danni ai beni,,Marche,1218.67,1041.19,liquidato,2024-04-22,2024-04-29,2024-05-06
361,2735,2023-08-30,Incendio ed elementi naturali,,Friuli-Venezia Giulia,10825.7,10868.35,liquidato,2023-10-19,2023-11-03,2023-11-11
362,2423,2024-11-20,RC generale,,Toscana,5215.71,4606.75,liquidato,2024-12-09,2024-12-25,2024-12-31
363,1450,2024-11-24,RC generale,,Abruzzo,13455.62,,in_contenzioso,2025-01-03,,
364,328,2025-09-15,RC generale,,Abruzzo,5992.23,,respinto,,,
365,1704,2023-08-24,RC generale,,Liguria,15628.81,15303.26,liquidato,2023-10-17,2023-11-05,2023-11-14
366,1796,2024-07-21,RC generale,,Friuli-Venezia Giulia,11334.27,10560.08,liquidato,2024-08-31,2024-09-10,2024-09-14
367,1953,2025-11-11,Incendio ed elementi naturali,,Piemonte,21172.49,19598.19,liquidato,2025-11-26,2025-12-08,2025-12-23
368,1109,2026-05-29,Altri danni ai beni,,Lazio,1067.54,,in_contenzioso,2026-07-04,,
369,3004,2024-01-11,Altri danni ai beni,,Valle d'Aosta,2068.93,,aperto,,,
370,1936,2026-05-04,Corpi di veicoli terrestri,,Friuli-Venezia Giulia,200,49.96,liquidato,2026-06-26,2026-07-05,2026-07-12
371,275,2026-04-15,Altri danni ai beni,,Veneto,2094.93,1924.71,liquidato,2026-06-13,2026-06-30,2026-07-05
372,451,2026-02-16,Altri danni ai beni,,Liguria,2768.93,2628.18,liquidato,2026-04-14,2026-05-01,2026-05-06
373,929,2024-01-14,RC autoveicoli terrestri,unilaterale,Puglia,9389.71,9114.08,liquidato,2024-03-06,2024-03-19,2024-03-28
374,3569,2024-04-28,Incendio ed elementi naturali,,Basilicata,200,0.0,liquidato,2024-06-27,2024-07-17,2024-07-27
375,4195,2026-07-18,RC generale,,Abruzzo,3908.06,3650.43,liquidato,2026-08-19,2026-09-07,2026-09-17
376,2395,2026-06-29,Incendio ed elementi naturali,,Sardegna,5148.57,4751.08,liquidato,2026-08-19,2026-08-21,2026-08-30
377,1450,2025-03-28,RC generale,,Abruzzo,9662.86,9674.2,liquidato,2025-05-18,2025-05-25,2025-05-30
378,4234,2025-07-06,Incendio ed elementi naturali,,Lombardia,9446.55,9205.56,liquidato,2025-08-27,2025-09-15,2025-09-26
379,146,2026-05-11,Incendio ed elementi naturali,,Umbria,16011.73,15374.28,liquidato,2026-06-10,2026-06-19,2026-06-23
380,1380,2024-09-25,RC autoveicoli terrestri,congiunto,Lombardia,7367.8,,in_contenzioso,2024-10-12,,
381,1457,2026-01-26,Corpi di veicoli terrestri,,Molise,2928.57,,respinto,,,
382,3421,2026-06-04,Altri danni ai beni,,Piemonte,1843.92,1762.72,liquidato,2026-07-24,2026-07-30,2026-08-14
383,3915,2023-06-14,Altri danni ai beni,,Friuli-Venezia Giulia,863.04,746.72,liquidato,2023-06-28,2023-07-17,2023-07-27
384,3087,2023-08-30,Corpi di veicoli terrestri,,Sicilia,3252.28,2722.7,liquidato,2023-10-19,2023-10-22,2023-10-29
385,988,2025-10-14,Altri danni ai beni,,Sicilia,2892.4,,respinto,,,
386,2972,2025-04-10,RC generale,,Valle d'Aosta,5822.03,,aperto,,,
387,262,2025-04-22,RC generale,,Sardegna,4434.33,3882.32,liquidato,2025-05-13,2025-05-28,2025-05-31
388,2061,2026-08-04,RC autoveicoli terrestri,congiunto,Campania,14558.98,14086.97,liquidato,2026-08-20,2026-08-25,2026-09-01
389,3604,2023-11-29,RC autoveicoli terrestri,unilaterale,Piemonte,7170.22,7064.68,liquidato,2024-01-08,2024-01-18,2024-02-01
390,1456,2024-06-30,RC generale,,Sardegna,10513.27,10289.12,liquidato,2024-07-27,2024-08-01,2024-08-05
391,712,2025-07-08,Incendio ed elementi naturali,,Emilia-Romagna,11215.57,10689.35,liquidato,2025-08-02,2025-08-07,2025-08-14
392,2249,2026-06-27,Corpi di veicoli terrestri,,Veneto,1481.11,,aperto,,,
393,2614,2024-12-27,Corpi di veicoli terrestri,,Emilia-Romagna,2102.05,1584.4,liquidato,2025-02-02,2025-02-20,2025-03-06
394,4157,2024-08-22,Corpi di veicoli terrestri,,Basilicata,3663.91,3555.3,liquidato,2024-09-24,2024-10-09,2024-10-19
395,3794,2025-11-03,Incendio ed elementi naturali,,Sicilia,23529.91,23681.81,liquidato,2025-12-21,2026-01-06,2026-01-15
396,3919,2026-01-06,RC autoveicoli terrestri,congiunto,Emilia-Romagna,5203.05,4805.15,liquidato,2026-02-03,2026-02-09,2026-02-23
397,2760,2023-11-29,Altri danni ai beni,,Veneto,1810.67,,in_contenzioso,2023-12-23,,
398,4072,2025-12-13,RC autoveicoli terrestri,congiunto,Abruzzo,6487.22,6617.03,liquidato,2026-01-02,2026-01-12,2026-01-26
399,3397,2025-05-23,RC generale,,Toscana,4665.07,,respinto,,,
400,1585,2023-08-03,RC generale,,Sicilia,5806.48,5676.16,liquidato,2023-09-17,2023-09-30,2023-10-11
401,1696,2023-09-13,RC generale,,Toscana,1248.74,1011.03,liquidato,2023-10-23,2023-11-05,2023-11-13
402,1175,2025-07-17,Corpi di veicoli terrestri,,Molise,2899.47,2343.56,liquidato,2025-08-28,2025-09-02,2025-09-07
403,3773,2025-06-21,RC generale,,Molise,11323.11,,respinto,,,
404,3060,2023-11-04,Corpi di veicoli terrestri,,Toscana,4997.98,4739.38,liquidato,2023-12-31,2024-01-15,2024-01-21
405,1235,2024-02-28,RC generale,,Calabria,13022.56,12391.25,liquidato,2024-04-05,2024-04-23,2024-04-28
406,4115,2026-04-26,Corpi di veicoli terrestri,,Lombardia,5529.55,4974.06,liquidato,2026-05-22,2026-06-08,2026-06-21
407,2236,2026-08-07,RC autoveicoli terrestri,unilaterale,Toscana,3142.55,3195.61,liquidato,2026-10-04,2026-10-12,2026-10-27
408,1664,2023-11-19,RC autoveicoli terrestri,congiunto,Basilicata,3628.49,,aperto,,,
409,1723,2025-09-26,RC autoveicoli terrestri,congiunto,Campania,8797.55,,in_contenzioso,2025-10-12,,
410,3553,2024-09-05,RC autoveicoli terrestri,unilaterale,Sardegna,9647.8,9355.03,liquidato,2024-09-24,2024-09-26,2024-10-06
411,1931,2024-12-24,Corpi di veicoli terrestri,,Basilicata,3321.23,2825.08,liquidato,2025-02-10,2025-02-23,2025-03-06
412,3309,2025-02-07,Incendio ed elementi naturali,,Trentino-Alto Adige,6365.57,6259.13,liquidato,2025-04-07,2025-04-19,2025-04-22
413,3799,2025-11-17,Incendio ed elementi naturali,,Trentino-Alto Adige,8661.32,8385.85,liquidato,2025-11-30,2025-12-15,2025-12-25
414,3640,2024-12-18,RC generale,,Trentino-Alto Adige,4904.24,,in_contenzioso,2025-02-08,,
415,3950,2026-01-15,Altri danni ai beni,,Friuli-Venezia Giulia,3054.91,2855.15,liquidato,2026-02-21,2026-03-12,2026-03-24
416,271,2025-10-16,RC autoveicoli terrestri,congiunto,Calabria,7829.13,7660.16,liquidato,2025-11-03,2025-11-07,2025-11-10
417,1980,2024-06-27,Incendio ed elementi naturali,,Trentino-Alto Adige,8188.71,7956.12,liquidato,2024-08-09,2024-08-29,2024-09-02
418,3350,2024-05-14,Corpi di veicoli terrestri,,Veneto,3695.92,3342.58,liquidato,2024-06-18,2024-06-30,2024-07-10
419,3827,2026-05-24,RC generale,,Calabria,6487.78,5996.19,liquidato,2026-07-17,2026-07-19,2026-07-22
420,2450,2025-11-29,RC generale,,Lazio,9384.97,,respinto,,,
421,68,2024-12-25,RC generale,,Lombardia,306.9,,in_contenzioso,2025-02-09,,
422,2194,2026-06-27,Incendio ed elementi naturali,,Friuli-Venezia Giulia,17567.15,,respinto,,,
423,531,2024-04-01,Corpi di veicoli terrestri,,Basilicata,1536.74,1395.67,liquidato,2024-05-27,2024-06-08,2024-06-15
424,2352,2023-12-30,Incendio ed elementi naturali,,Lazio,11863.77,,aperto,,,
425,3210,2025-06-04,Corpi di veicoli terrestri,,Puglia,2001.79,1469.48,liquidato,2025-06-24,2025-07-08,2025-07-15
426,3104,2025-11-04,RC generale,,Marche,6003.87,5342.21,liquidato,2025-11-16,2025-12-02,2025-12-05
427,2977,2023-11-10,RC autoveicoli terrestri,congiunto,Lombardia,9653.27,9613.77,liquidato,2023-12-03,2023-12-11,2023-12-22
428,2615,2026-07-16,RC autoveicoli terrestri,unilaterale,Friuli-Venezia Giulia,200,194.12,liquidato,2026-09-07,2026-09-21,2026-10-02
429,577,2026-01-22,Incendio ed elementi naturali,,Lombardia,200,0.0,liquidato,2026-02-26,2026-03-18,2026-03-31
430,2851,2025-12-18,Incendio ed elementi naturali,,Liguria,12156.11,,aperto,,,
431,1285,2025-06-20,Incendio ed elementi naturali,,Valle d'Aosta,5965.84,4870.94,liquidato,2025-07-13,2025-07-17,2025-07-24
